Afghanistan,31 May,38460.0,samples,15205.0,39.5,https://moph-dw.gov.af/dhis-web-dashboard/#/, ,13-July-2020
Albania,9 June,16716.0,samples,1299.0,7.8,https://new.shëndetësia.gov.al/9-qershor-2020-informacion-i-përditësuar-për-koronavirusin-covid-19/, ,13-July-2020
Algeria,20 June,22467.0,samples,11631.0,51.8,https://africacdc.org/covid-19/, ,13-July-2020
Argentina,28 June,329036.0,samples,55343.0,17.1,https://www.argentina.gob.ar/coronavirus/informe-diario/junio2020, ,13-July-2020
Armenia,24 May,50397.0,,6661.0,13.2,https://ncdc.am/coronavirus/confirmed-cases-by-days/, ,13-July-2020
Australia,12 July,3075488.0,samples,9796.0,0.32,https://www.health.gov.au/news/health-alerts/novel-coronavirus-2019-ncov-health-alert/coronavirus-covid-19-current-situation-and-case-numbers, ,13-July-2020
Austria,11 July,691709.0,,18704.0,2.7,https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html, ,13-July-2020
Azerbaijan,31 May,298648.0,,5494.0,1.8,https://koronavirusinfo.az/az/page/statistika/azerbaycanda-cari-veziyyet, ,13-July-2020
Bahrain,21 June,477788.0,,21764.0,4.6,https://www.moh.gov.bh/COVID19, ,13-July-2020
Bangladesh,2 July,805697.0,samples,153277.0,19.0,https://www.iedcr.gov.bd, ,13-July-2020
Barbados,5 July,8251.0,,98.0,1.2,https://gisbarbados.gov.bb/blog/covid-19-update-one-new-case-on-repatriation-flight/, ,13-July-2020
Belarus,7 July,1078267.0,samples,64003.0,5.9,https://t.me/s/minzdravbelarus, ,13-July-2020
Belgium,23 May,768706.0,samples,56810.0,7.4,https://covid-19.sciensano.be/sites/default/files/Covid19/COVID-19_Daily%20report_20200523%20-%20NL.pdf, ,13-July-2020
Bhutan,5 June,18821.0,samples,48.0,0.13,http://www.moh.gov.bt/wp-content/uploads/ict-files/2020/06/dashboard05062020.jpg, ,13-July-2020
Bolivia,20 June,56964.0,cases,23512.0,41.3,https://www.minsalud.gob.bo/4319-ministerio-de-salud-reporta-1-036-contagios-nuevos-de-coronavirus-y-el-total-sube-a-23-512, ,13-July-2020
Bosnia and Herzegovina,9 July,106214.0,samples,6086.0,5.7,http://mcp.gov.ba/publication/read/sluzbene-informacije-o-koronavirusu-covid-19, ,13-July-2020
Brazil,9 July,4887188.0,samples,1759103.0,36.0,https://covid-insumos.saude.gov.br/paineis/insumos/painel.php,https://covid.saude.gov.br,13-July-2020
Bulgaria,24 May,74096.0,samples,2427.0,3.3,https://coronavirus.bg, ,13-July-2020
Burkina Faso,21 May,6642.0,samples,814.0,12.3,https://www.sante.gov.bf/accueil,https://www.facebook.com/1444809365833949/photos/a.1590964164551801/2535911953390346,13-July-2020
Cameroon,10 May,10268.0,,2579.0,25.1,https://africacdc.org/covid-19/, ,13-July-2020
Canada,26 June,2598243.0,cases,102794.0,4.0,https://www.canada.ca/en/public-health/services/diseases/2019-novel-coronavirus-infection.html, ,13-July-2020
Chile,5 July,1181884.0,samples,295532.0,25.0,https://www.gob.cl/coronavirus/cifrasoficiales/, ,13-July-2020
China,22 June,90410000.0,samples,90083.0,0.09,http://en.nhc.gov.cn/2020-06/26/c_80913.htm,https://edition.cnn.com/world/live-news/coronavirus-pandemic-06-24-20-intl/h_668ce4379bcfceff71261e45bbf3194a,13-July-2020
Colombia,6 July,881190.0,samples,120281.0,13.6,https://www.ins.gov.co/Noticias/Paginas/Coronavirus.aspx, ,13-July-2020
Costa Rica,21 June,35369.0,samples,2213.0,6.3,https://www.ministeriodesalud.go.cr/index.php/centro-de-prensa/noticias/741-noticias-2020/1729-2213-casos-confirmados-por-covid-19, ,13-July-2020
Croatia,12 July,93571.0,cases,3722.0,4.0,https://www.koronavirus.hr/najnovije/jedan-novooboljeli-u-posljednja-24-sata/35, ,13-July-2020
Cuba,21 June,151164.0,samples,2312.0,1.5,https://covid19cubadata.github.io/#cuba, ,13-July-2020
Cyprus[c],23 May,99733.0,samples,927.0,0.93,https://covid19.ucy.ac.cy, ,13-July-2020
Czechia,11 July,594454.0,samples,13115.0,2.2,https://onemocneni-aktualne.mzcr.cz/covid-19, ,13-July-2020
Denmark,22 June,753812.0,cases,12727.0,1.7,https://www.ssi.dk/sygdomme-beredskab-og-forskning/sygdomsovervaagning/c/covid19-overvaagning, ,13-July-2020
DR Congo,2 June,9508.0,,3195.0,33.6,https://africacdc.org/covid-19/, ,13-July-2020
Ecuador,20 June,138880.0,samples,50183.0,36.1,https://www.gestionderiesgos.gob.ec/wp-content/uploads/2020/06/INFOGRAFIA-NACIONALCOVI-19-COE-NACIONAL-20062020-08h00.pdf, ,13-July-2020
Egypt,2 June,141002.0,samples,26384.0,18.7,https://africacdc.org/covid-19/, ,13-July-2020
El Salvador,21 June,140429.0,samples,4626.0,3.3,https://covid19.gob.sv, ,13-July-2020
Estonia,8 June,90621.0,samples,1940.0,2.1,https://koroonakaart.ee/en, ,13-July-2020
Ethiopia,23 June,223341.0,samples,4848.0,2.17,https://www.ephi.gov.et/images/novel_coronavirus/confirmed-case-Press-release_June-23-Eng_V1.pdf, ,13-July-2020
Finland,19 June,229843.0,samples,7142.0,3.1,https://experience.arcgis.com/experience/92e9bb33fac744c9a084381fc35aa3c7, ,13-July-2020
France[d],7 July,2756843.0,,168810.0,6.1,https://www.santepubliquefrance.fr/content/download/250807/2596023,https://www.santepubliquefrance.fr/content/download/256362/2623085,13-July-2020
Germany,8 July,6376054.0,samples,198765.0,3.1,https://www.rki.de/DE/Content/InfAZ/N/Neuartiges_Coronavirus/Situationsberichte/2020-06-10-en.pdf?__blob=publicationFile, ,13-July-2020
Ghana,7 May,137924.0,,3091.0,2.2,https://twitter.com/DSD_GHS, ,13-July-2020
Greece,10 May,98877.0,samples,4015.0,4.1,https://eody.gov.gr/epidimiologika-statistika-dedomena/imerisies-ektheseis-covid-19/, ,13-July-2020
Grenada,18 June,5465.0,samples,23.0,0.42,https://www.facebook.com/HealthGrenada/photos/a.570448523487244/790604218138339/, ,13-July-2020
